Campaign name,Ad set name,Ad name,Amount spent (GBP),Impressions,"CPM (cost per 1,000 impressions)",Link clicks,CPC (cost per link click),CTR (link click-through rate),Purchases,Cost per purchase,Purchases conversion value,Purchase ROAS (return on ad spend),Adds to cart,Reporting starts,Reporting ends
"Instagram post: The Love Hearts Set 🍭🍬✨

Our...",Instagram Post,"Instagram post: The Love Hearts Set 🍭🍬✨

Our...",336.00,58174,5.77577612,2571,0.13068845,4.41950012,4,84,132,0.39285714,,2024-01-01,2024-12-31
SW | Advantage+ & LAL Sales | UK,Interest: Lingerie & Stores,Static - Flatlay – Copy,335.56,80672,4.1595597,691,0.48561505,0.85655494,10,33.556,466.95,1.39155442,65,2024-01-01,2024-12-31
PN | CREATIVE TESTING,BROAD - FEMALE 18 - 45 (UK) – FEB POST,IMG - FEB POST CAROUSEL - BRA LANDING PAGE,325.81,81028,4.02095572,454,0.71764317,0.56030014,38,8.57394737,1228.8,3.77152328,47,2024-01-01,2024-12-31
SW | Collection Sales | EU | CPR Cap | June 24,BROAD - FEMALE - 18-45,IMG COLL - V1 – Copy,325.48,89827,3.62340944,1098,0.29642987,1.22234963,47,6.92510638,2011.74,6.1808406,132,2024-01-01,2024-12-31
SW | UK - Sales - Black Friday  Campaign,SW | UK - Sales - Black Friday  Ad Set,Video BF,323.88,28944,11.18988391,257,1.26023346,0.8879215,20,16.194,664.75,2.0524577,80,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,LAL VID VIEWS 1-3%,POST - NO SUBSCRIPTION BEFORE US - V1 - 432116986270121 – Copy,322.89,71653,4.5063012,547,0.5902925,0.76340139,8,40.36125,279.05,0.86422621,30,2024-01-01,2024-12-31
Instagram post: An insight into our monthly...,Instagram Post,Instagram post: An insight into our monthly...,322.62,95824,3.36679746,2693,0.11979948,2.81036066,2,161.31,57.35,0.17776331,,2024-01-01,2024-12-31
PN | ADVANTAGE PLUS  Campaign - UK (SW for filters)),PN | ADVANTAGE PLUS  Ad Set,VID - POV CREATED A WHOLE NEW WAY - V5 - 385171994297954,321.98,51798,6.21607012,297,1.08410774,0.57338121,47,6.8506383,1456.6,4.52388347,43,2024-01-01,2024-12-31
PN | ADVANTAGE PLUS  Campaign - UK & EU Campaign,PN | ADVANTAGE PLUS  Campaign - UK & EU Ad Set,VID - APRIL BOX - V1 - 400480282767125,318.08,70219,4.52982811,654,0.48636086,0.93137185,16,19.88,582.95,1.83271504,53,2024-01-01,2024-12-31
SW | UK - Sales - Black Friday  Campaign,SW | UK - Sales - Black Friday  Ad Set,Collection BF,312.27,27540,11.33877996,297,1.05141414,1.07843137,8,39.03375,355.25,1.1376373,44,2024-01-01,2024-12-31
SW | Collection Sales | EU | CPR Cap | June 24,BROAD - FEMALE - 18-45,VID - SUBSCRIPTION BOX - V2 - 389185397229947 – Copy,310.75,72829,4.26684425,489,0.63548057,0.67143583,23,13.51086957,1012.65,3.25872888,78,2024-01-01,2024-12-31
PN | ADVANTAGE PLUS  Campaign - UK (SW for filters)),PN | ADVANTAGE PLUS  Ad Set,VID - IT'S MONTHLY ME TIME - V2 - 365088586306295,309.34,61273,5.0485532,353,0.87631728,0.5761102,72,4.29638889,2297.75,7.42791104,76,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,Interest: Lingerie & Stores | CPR Cap 25,POST - JUNE SNEAK PEAK – Copy,308.91,72602,4.25484146,457,0.67595186,0.62945924,5,61.782,297.75,0.96387297,34,2024-01-01,2024-12-31
SW | Advantage+ & LAL Sales | UK,Interest: Lingerie & Stores,Static - Oct Flatlay – Copy,304.48,62042,4.90764321,383,0.79498695,0.61732375,13,23.42153846,554.3,1.82048082,57,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,ENG RTG STACK,POST - LINGERIE ON ITS OWN ISNT ENOUGH - V4 - 414320178049802 – Copy,303.44,58704,5.16898337,344,0.88209302,0.58599073,19,15.97052632,617.55,2.03516346,55,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,Interest: Lingerie & Stores | CPR Cap 25,VID - DONT SLEEP ON SMALL DETAILS - V3 - 394090130072807 – Copy,302.82,74864,4.04493482,411,0.73678832,0.54899551,31,9.7683871,1057.75,3.49299914,59,2024-01-01,2024-12-31
Instagram post: Absolutely not around here ❌...,Instagram Post,Instagram post: Absolutely not around here ❌...,300.00,71940,4.17014178,3894,0.0770416,5.41284404,2,150,65.35,0.21783333,,2024-01-01,2024-12-31
Instagram post: Taking 2024 to the next level...,Instagram Post,Instagram post: Taking 2024 to the next level...,299.98,61961,4.84143251,4290,0.06992541,6.92371008,,,,,,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,BROAD - FEMALE - 18-45,VID - DONT SLEEP ON SMALL DETAILS - V3 - 394090130072807 – Copy,297.74,67819,4.39021513,425,0.70056471,0.62666804,26,11.45153846,876.95,2.94535501,56,2024-01-01,2024-12-31
SW | Cherry Rodeo - Sales (Purchases) | UK & EU,Advantage Plus (Exc. Existing Customers),Video - Reveal,294.72,78973,3.73190837,1391,0.21187635,1.76136148,6,49.12,292.5,0.99246743,62,2024-01-01,2024-12-31
PN | ADVANTAGE PLUS  Campaign - US TEST 2 Campaign,PN | ADVANTAGE PLUS  Campaign - US TEST 2 Ad Set,VID - POV 2 - V3 - 394090090072811,288.81,40518,7.12794314,509,0.56740668,1.2562318,18,16.045,845.58,2.92780721,63,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,BROAD - FEMALE - 18-45,POST - LINGERIE ON ITS OWN ISNT ENOUGH - V4 - 414320178049802 – Copy,288.65,66417,4.34602587,378,0.76362434,0.5691314,15,19.24333333,464.55,1.60938853,29,2024-01-01,2024-12-31
"Instagram post: Never have, never will 🤭✨ 

Our...",Instagram Post,"Instagram post: Never have, never will 🤭✨ 

Our...",288.00,62723,4.59161711,1997,0.14421632,3.18384006,,,,,,2024-01-01,2024-12-31
PN | ADVANTAGE PLUS  Campaign - UK (SW for filters)),PN | ADVANTAGE PLUS  Ad Set,POST - MAY BOX,287.18,66338,4.32904218,312,0.92044872,0.47031867,23,12.48608696,718.4,2.50156696,34,2024-01-01,2024-12-31
SW | Catalogue Sales & RTG | All GEOs,Re-Targeting - UK,Shopify Dynamic Facebook Ads Product Set - Sales,277.31,36396,7.61924387,181,1.53209945,0.4973074,7,39.61571429,302.8,1.09191879,18,2024-01-01,2024-12-31
SW | Retargeting - Early Access Black Friday,Email Subscribers (List & All Time Buyers),Dynamic Carousel,276.99,18809,14.72646074,119,2.32764706,0.63267585,10,27.699,480.88,1.73609156,44,2024-01-01,2024-12-31
SW | Collection Sales | EU | CPR Cap | June 24,EU - Interest Lingerie,VID - YOU NEVER RUN OUT OF LINGERIE - V5 - 365091696305984 – Copy 2,272.70,123526,2.2076324,1539,0.17719298,1.24589155,28,9.73928571,1227.42,4.5009901,183,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,INT STACK: BEAUTY,POST - JUNE SNEAK PEAK,270.86,62772,4.3149812,427,0.63433255,0.6802396,5,54.172,157.05,0.57981983,27,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,PURCH LAL 5%,VID - DONT SLEEP ON SMALL DETAILS - V3 - 394090130072807 – Copy,269.87,65678,4.10898627,342,0.78909357,0.52072231,27,9.99518519,822,3.04591099,46,2024-01-01,2024-12-31
SW | Advantage+ & LAL Sales | UK,Advantage Plus (Exc. Existing Customers),Static - Flatlay – Copy,269.83,62372,4.32613993,507,0.53220907,0.81286475,15,17.98866667,714.3,2.64722233,58,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,PURCH LAL 5%,POST - MAY BOX – Copy,268.24,46819,5.72929793,175,1.5328,0.37377988,42,6.38666667,1366.55,5.09450492,16,2024-01-01,2024-12-31
SW | Advantage+ & LAL Sales | UK,Advantage Plus (Exc. Existing Customers),Video - Unboxing - Nov – Copy,265.94,41428,6.41932992,298,0.89241611,0.71932027,14,18.99571429,523.8,1.96961721,46,2024-01-01,2024-12-31
PN | ADVANTAGE PLUS  Campaign - UK (SW for filters)),PN | ADVANTAGE PLUS  Ad Set,POST - JUNE SNEAK PEAK,265.54,53506,4.96280791,384,0.69151042,0.71767652,55,4.828,1749.6,6.58883784,99,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,PURCH LAL 5%,VID - FEB LINGERIE - V1 - 365090829639404 – Copy,265.48,54394,4.88068537,234,1.13452991,0.43019451,52,5.10538462,1638.2,6.17070966,48,2024-01-01,2024-12-31
SW | Advantage+ Sales | Subscription | EU,A+ EU,Carousel - July Set - Undisclosed Secret – Copy,264.80,67837,3.90347451,364,0.72747253,0.53658033,15,17.65333333,1197.86,4.52364048,83,2024-01-01,2024-12-31
PN | ADVANTAGE PLUS  Campaign - UK & EU Campaign,PN | ADVANTAGE PLUS  Campaign - UK & EU Ad Set,VID - DONT SLEEP ON SMALL DETAILS - V3 - 394090130072807,264.67,74907,3.53331464,816,0.32435049,1.08935079,18,14.70388889,826.73,3.12362565,107,2024-01-01,2024-12-31
PN | ADVANTAGE PLUS  Campaign - UK (SW for filters)),PN | ADVANTAGE PLUS  Ad Set,VID - FEB LINGERIE - V1 - 365090829639404,261.05,57808,4.51581096,334,0.78158683,0.5777747,40,6.52625,1386.75,5.31220073,40,2024-01-01,2024-12-31
SW | Advantage+ & LAL Sales | UK,Interest: Lingerie & Stores,Video - Love Hearts Set – Copy,260.70,50154,5.19799019,320,0.8146875,0.63803485,10,26.07,396.95,1.52263138,57,2024-01-01,2024-12-31
SW | USA - Sales - Black Friday Campaign,SW | USA - Sales - Black Friday Campaign Ad Set,Collection BF,251.21,9987,25.15369981,221,1.13669683,2.21287674,2,125.605,216.57,0.8621074,25,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,PURCH LAL 5%,POST - JUNE SNEAK PEAK – Copy,247.03,57506,4.29572566,374,0.66050802,0.65036692,2,123.515,70,0.28336639,18,2024-01-01,2024-12-31
PN | IG TRAFFIC,TRAFFIC,POST - TWO NEW SIZES,246.31,350713,0.70231215,14036,0.01754845,4.0021328,,,,,34,2024-01-01,2024-12-31
PN | ADVANTAGE PLUS  Campaign - UK (SW for filters)),PN | ADVANTAGE PLUS  Ad Set,VID - POV 2 - V3 - 394090090072811,245.87,48994,5.0183696,305,0.80613115,0.62252521,18,13.65944444,563.4,2.29145483,14,2024-01-01,2024-12-31
PN | CREATIVE TESTING,BROAD - FEMALE 18 - 45 (UK),COLL - TYPING VIDEO - V1,244.92,51713,4.73613985,186,1.31677419,0.35967745,39,6.28,1182.5,4.82810714,40,2024-01-01,2024-12-31
PN | ADVANTAGE PLUS  Campaign - US TEST 2 Campaign,PN | ADVANTAGE PLUS  Campaign - US TEST 2 Ad Set,VID - MARCH BOX - V2 - 380323738116113,244.62,31680,7.72159091,407,0.60103194,1.28472222,17,14.38941176,1039.22,4.24830349,85,2024-01-01,2024-12-31
Instagram post: Happy 1st of May to all our Unndr...,Instagram Post,Instagram post: Happy 1st of May to all our Unndr...,240.00,37984,6.31844987,1942,0.12358393,5.11267902,,,,,,2024-01-01,2024-12-31
Instagram post: Introducing our two new sizes…...,Instagram Post,Instagram post: Introducing our two new sizes…...,240.00,39807,6.02909036,1316,0.18237082,3.30595121,,,,,,2024-01-01,2024-12-31
Instagram post: Unndr has made their debut at the...,Instagram Post,Instagram post: Unndr has made their debut at the...,240.00,65588,3.65920595,2572,0.0933126,3.92144905,,,,,,2024-01-01,2024-12-31
PN | CREATIVE TESTING,BROAD - FEMALE 18 - 45 (EU) – APRIL POST,POST - APRIL SET – Copy,239.38,66678,3.59008968,531,0.45080979,0.79636462,15,15.95866667,671.88,2.80675077,55,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,PURCH LAL 5%,POST - APRIL BOX – Copy,236.59,45538,5.19544117,226,1.04685841,0.49628881,36,6.57194444,1073.75,4.53844203,43,2024-01-01,2024-12-31
"Instagram post: 12 sets for 12 months, who’s on...",Instagram Post,"Instagram post: 12 sets for 12 months, who’s on...",235.00,63057,3.72678688,1251,0.18784972,1.98391931,,,,,,2024-01-01,2024-12-31
SW | Advantage+ & LAL Sales | UK,Advantage Plus (Exc. Existing Customers),Video - Love Hearts Set,234.14,44793,5.22715603,652,0.35911043,1.45558458,7,33.44857143,270.9,1.15700009,44,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,ENG RTG STACK,POST - JUNE SNEAK PEAK – Copy,233.18,50007,4.66294719,251,0.92900398,0.50192973,15,15.54533333,544.7,2.33596363,28,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,BROAD - FEMALE - 18-45,POST - JUNE SNEAK PEAK – Copy,231.71,52208,4.4382087,342,0.67751462,0.65507202,2,115.855,52.7,0.22743947,16,2024-01-01,2024-12-31
SW | Collection Sales | EU | CPR Cap | June 24,INT STACK: SHOPPING,POST - FOUND UNNDR - V4 - 414320111383142 – Copy,228.33,102438,2.228958,1174,0.19448893,1.14605908,5,45.666,193.95,0.84942846,62,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,A+ ENG LAL 1-3%,POST - FOUND UNNDR - V4 - 414320111383142 – Copy,218.92,51183,4.27720141,418,0.52373206,0.81667741,10,21.892,325,1.48456057,20,2024-01-01,2024-12-31
PN | ADVANTAGE PLUS  Campaign - US TEST 2 Campaign,PN | ADVANTAGE PLUS  Campaign - US TEST 2 Ad Set,VID - POV CREATED A WHOLE NEW WAY - V5 - 385171994297954,215.67,28451,7.58040139,374,0.57665775,1.31454079,13,16.59,582.11,2.69907729,30,2024-01-01,2024-12-31
SW | Advantage+ & LAL Sales | UK,LAL Purchasers 180 Days & Payment (Exc. Existing Customers),Static - Flatlay - Nov – Copy,215.16,36257,5.93430234,412,0.52223301,1.13633229,5,43.032,184.4,0.85703662,47,2024-01-01,2024-12-31
PN | ADVANTAGE PLUS  Campaign - US TEST 2 Campaign,PN | ADVANTAGE PLUS  Campaign - US TEST 2 Ad Set,VID - DONT SLEEP ON SMALL DETAILS - V3 - 394090130072807,214.63,30469,7.04420887,430,0.49913953,1.41127047,13,16.51,514.08,2.39519173,64,2024-01-01,2024-12-31
SW | Collection Sales | EU | CPR Cap | June 24,EU - LAL Purchases,POST - NO SUBSCRIPTION BEFORE US - V1 - 432116986270121 – Copy 3,212.25,74236,2.85912495,728,0.2915522,0.98065629,7,30.32142857,402.19,1.8948881,46,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,Interest: Lingerie & Stores | CPR Cap 25,POST - FOUND UNNDR - V4 - 414320111383142 – Copy,211.71,52286,4.04907623,234,0.90474359,0.44753854,5,42.342,200,0.94468849,27,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,INT STACK: BEAUTY,VID - POV 2 - V3 - 394090090072811 – Copy,206.49,46400,4.45021552,207,0.99753623,0.44612069,19,10.86789474,564.45,2.73354642,26,2024-01-01,2024-12-31
PN | ADVANTAGE PLUS  Campaign - UK & EU Campaign,PN | ADVANTAGE PLUS  Campaign - UK & EU Ad Set,VID - POV CREATED A WHOLE NEW WAY - V5 - 385171994297954,203.74,49291,4.13341178,441,0.46199546,0.89468666,11,18.52181818,494.82,2.42868362,61,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,INT STACK: BEAUTY,CAROUSEL 1 - V4 – Copy,200.84,32083,6.26001309,130,1.54492308,0.40519902,44,4.56454545,1562.8,7.78131846,29,2024-01-01,2024-12-31
SW | Collection Sales | EU | CPR Cap | June 24,INT STACK: BEAUTY,VID - YOU NEVER RUN OUT OF LINGERIE - V5 - 365091696305984 – Copy,200.46,102691,1.9520698,1314,0.15255708,1.27956686,34,5.89588235,1541.78,7.69121022,181,2024-01-01,2024-12-31
Instagram post: POV: your confidence levels after...,Instagram Post,Instagram post: POV: your confidence levels after...,200.00,29303,6.82523974,1294,0.15455951,4.41593011,,,,,,2024-01-01,2024-12-31
"Instagram post: The power, freedom & expression...",Instagram Post,"Instagram post: The power, freedom & expression...",200.00,66882,2.9903412,1735,0.11527378,2.59412099,,,,,,2024-01-01,2024-12-31
PN | POST ENGAGEMENT,POST ENGAGEMENT,POST - TWO NEW SIZES,199.90,141875,1.40898678,483,0.41387164,0.34044053,,,,,1,2024-01-01,2024-12-31
SW | Collection Sales | EU | CPR Cap | June 24,EU - ENG LAL 1-3%,Dynamic Collection - Video Hero – Copy 2,195.39,66705,2.92916573,695,0.28113669,1.04190091,9,21.71,583.95,2.98863811,54,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,BROAD - FEMALE - 18-45 – DUPLICATE - TEST NEW VIDS,POST - APRIL BOX – Copy,194.30,32697,5.9424412,206,0.94320388,0.63002722,25,7.772,733.15,3.77328873,27,2024-01-01,2024-12-31
PN | ADVANTAGE PLUS  Campaign - US CAMPAIGN Campaign,PN | ADVANTAGE PLUS  Campaign - US CAMPAIGN Ad Set,VID - WE TOOK LINGERIE - V2 - 365088676306286,193.80,25050,7.73652695,302,0.64172185,1.20558882,15,12.92,765.34,3.94912281,49,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,PURCH LAL 5%,POST - FOUND UNNDR - V4 - 414320111383142 – Copy,193.06,49033,3.93734832,254,0.76007874,0.51801848,9,21.45111111,295,1.52802238,24,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,A+ ENG LAL 1-3%,POST - MAY BOX,192.26,28974,6.63560433,109,1.76385321,0.37619935,32,6.008125,1396.2,7.26204099,45,2024-01-01,2024-12-31
SW | Advantage+ Sales | Subscription | USA,A+ USA,VID - DONT SLEEP ON SMALL DETAILS - V3 - 394090130072807,189.84,30250,6.27570248,380,0.49957895,1.25619835,20,9.492,1055.38,5.55931311,54,2024-01-01,2024-12-31
SW | Collection Sales | EU | CPR Cap | June 24,INT STACK: BEAUTY,POST - JUNE SNEAK PEAK – Copy,187.62,79268,2.3669072,1243,0.15094127,1.5680981,2,93.81,72.36,0.38567317,97,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,INT STACK: BEAUTY,VID - WE TOOK LINGERIE - V2 - 365088676306286 – Copy,186.53,53267,3.50179285,350,0.53294286,0.65706723,30,6.21766667,1041.25,5.58221198,53,2024-01-01,2024-12-31
PN | CREATIVE TESTING,BROAD - FEMALE 18 - 45 (US),COLL - TYPING VIDEO - V1,183.79,21681,8.47700752,111,1.65576577,0.51196901,10,18.379,481.61,2.62043637,16,2024-01-01,2024-12-31
Instagram Post,Instagram Post,Instagram Post,180.00,35417,5.08230511,1713,0.10507881,4.83666036,,,,,,2024-01-01,2024-12-31
Instagram Post,Instagram Post,Instagram Post,180.00,36673,4.90824312,1394,0.12912482,3.80116162,,,,,,2024-01-01,2024-12-31
SW | Advantage+ Sales | Subscription | EU,A+ EU,VID - APRIL BOX - V1 - 400480282767125,177.80,53482,3.324483,479,0.37118998,0.89562844,10,17.78,435.96,2.4519685,51,2024-01-01,2024-12-31
SW | Collection Sales | EU | CPR Cap | June 24,EU - Interest Lingerie,VID - DONT SLEEP ON SMALL DETAILS - V3 - 394090130072807 – Copy,176.94,78406,2.25671505,732,0.24172131,0.93360202,11,16.08545455,505.49,2.85684413,87,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,BROAD - FEMALE - 18-45 – DUPLICATE - TEST NEW VIDS,VID - YOU NEVER RUN OUT OF LINGERIE - V5 - 365091696305984 – Copy 2,175.86,36003,4.88459295,206,0.85368932,0.57217454,15,11.724,507.85,2.88780848,32,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,ENG RTG STACK,POST - NO SUBSCRIPTION BEFORE US - V1 - 432116986270121 – Copy,174.97,42384,4.12820876,263,0.66528517,0.62051718,13,13.45923077,378.45,2.16294222,21,2024-01-01,2024-12-31
SW | Advantage+ & LAL Sales | UK,Advantage Plus (Exc. Existing Customers),Video - Subscription with Gorgeous,173.15,29168,5.93630005,155,1.11709677,0.53140428,3,57.71666667,127,0.73346809,25,2024-01-01,2024-12-31
PN | ADVANTAGE PLUS  Campaign - UK (SW for filters)),PN | ADVANTAGE PLUS  Ad Set,VID - WE TOOK LINGERIE - V2 - 365088676306286,171.00,36124,4.73369505,354,0.48305085,0.97995792,36,4.75,1079,6.30994152,47,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,PURCH LAL 5%,POST - NO SUBSCRIPTION BEFORE US - V1 - 432116986270121 – Copy,170.69,38764,4.40331235,322,0.53009317,0.83066763,5,34.138,145.7,0.85359424,15,2024-01-01,2024-12-31
PN | ADVANTAGE PLUS  Campaign - UK (SW for filters)),PN | ADVANTAGE PLUS  Ad Set,POST - MAY BOX,169.66,24190,7.013642,127,1.33590551,0.52501033,28,6.05928571,894.4,5.27171991,7,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,Interest: Lingerie & Stores | CPR Cap 25,POST - APRIL BOX – Copy,169.31,30530,5.54569276,179,0.94586592,0.58630855,37,4.57594595,1243.8,7.34628787,27,2024-01-01,2024-12-31
SW | Advantage+ Sales | Subscription | EU,A+ EU,Static - August Sneak Peak – Copy,166.56,37729,4.41464126,240,0.694,0.63611545,9,18.50666667,615.86,3.69752642,51,2024-01-01,2024-12-31
SW | Collection Sales | EU | CPR Cap | June 24,INT STACK: SHOPPING,VID - POV 2 - V3 - 394090090072811 – Copy,166.45,66635,2.49793652,413,0.40302663,0.6197944,12,13.87083333,485.25,2.91528988,23,2024-01-01,2024-12-31
SW | Collection Sales | EU | CPR Cap | June 24,EU - Interest Lingerie,VID - SPLIT - V2 - 385170974298056 – Copy,164.05,46123,3.55679379,203,0.80812808,0.44012749,5,32.81,189.89,1.15751295,29,2024-01-01,2024-12-31
SW | Advantage+ Sales | Subscription | USA,A+ USA,Video - Subscription Box - Sofia Voiceover,163.66,23072,7.0934466,86,1.90302326,0.37274619,8,20.4575,441.51,2.69772699,30,2024-01-01,2024-12-31
SW | Catalogue Sales & RTG | All GEOs,Re-Targeting - EU,Shopify Dynamic Facebook Ads Product Set - Sales,162.30,26242,6.18474202,165,0.98363636,0.62876305,2,81.15,79.21,0.48804683,17,2024-01-01,2024-12-31
SW | CBO | COST PER RESULT GOAL | £15 CPRG | £50,BROAD - FEMALE - 18-45,POST - FOUND UNNDR - V4 - 414320111383142 – Copy,161.96,31614,5.12304675,258,0.62775194,0.81609414,4,40.49,200.7,1.23919486,25,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,PURCH LAL 5%,POST - MAY SET – Copy,158.39,27494,5.76089329,171,0.92625731,0.62195388,7,22.62714286,261.3,1.64972536,17,2024-01-01,2024-12-31
SW | Advantage+ & LAL Sales | UK,Advantage Plus (Exc. Existing Customers),Video - Oct Shoot,158.14,23639,6.68979229,304,0.52019737,1.28601041,4,39.535,457.1,2.89047679,55,2024-01-01,2024-12-31
SW | Collection Sales | UK | CPR Cap 25  | June 24,Interest: Lingerie & Stores | CPR Cap 25,POST - MAY SUBSCRIBE – Copy,157.95,24225,6.52012384,99,1.59545455,0.40866873,16,9.871875,622.55,3.94143716,14,2024-01-01,2024-12-31
